file_name,Male,Young,EyeGlasses
seed5787,1,0,1
seed12377,1,0,0
seed14291,0,1,0
seed7389,0,1,0
seed19163,1,1,0
seed3183,0,1,0
seed6500,0,0,0
seed13171,1,0,0
seed2259,1,1,0
seed16674,1,1,0
seed10956,0,1,0
seed18727,0,1,0
seed11284,1,1,0
seed14224,0,1,0
seed2348,1,1,0
seed18162,0,1,0
seed15911,0,1,0
seed17915,1,1,0
seed13778,0,1,0
seed11582,0,1,0
seed18792,0,1,0
seed12162,0,1,0
seed16184,1,0,1
seed3804,1,1,0
seed10955,1,1,0
seed1472,0,1,0
seed13294,1,1,0
seed3204,1,1,0
seed3181,0,1,0
seed4270,1,0,0
seed13491,0,1,0
seed14926,0,1,0
seed6788,1,0,1
seed12501,1,0,0
seed5137,0,1,0
seed10502,0,1,0
seed15250,0,1,0
seed2656,0,1,0
seed15057,1,0,0
seed19829,1,1,0
seed18462,0,0,1
seed1983,0,1,0
seed3029,0,1,0
seed4344,1,1,0
seed2618,0,1,0
seed2787,0,1,0
seed17448,0,1,0
seed7223,1,0,0
seed2557,1,1,0
seed4653,1,1,0
seed8941,1,1,0
seed9791,1,0,1
seed18075,0,1,0
seed2722,1,1,0
seed8382,0,1,0
seed12896,0,1,0
seed7596,1,0,0
seed7612,1,0,0
seed0761,0,1,0
seed5754,1,1,0
seed3447,1,0,1
seed15828,1,0,0
seed6978,1,1,0
seed11365,0,1,0
seed8937,1,1,0
seed4090,1,1,0
seed14669,1,1,0
seed15904,0,1,0
seed3292,1,1,0
seed1022,0,0,0
seed12976,0,1,0
seed8170,1,1,0
seed12667,0,1,0
seed13256,1,0,0
seed18970,1,0,0
seed16943,0,1,0
seed11816,1,1,0
seed8912,1,0,0
seed16121,1,1,0
seed7885,0,1,0
seed0570,1,1,0
seed7692,0,1,0
seed16132,1,0,0
seed10763,0,0,0
seed18903,1,0,1
seed3212,0,1,0
seed12626,0,1,0
seed11409,1,1,0
seed19231,1,1,1
seed16648,1,1,0
seed2520,1,1,0
seed10035,1,1,1
seed3894,0,1,0
seed6459,0,0,0
seed9131,1,1,0
seed11872,0,0,0
seed13702,0,1,0
seed18828,1,0,0
seed1320,0,1,0
seed7117,0,1,0
seed15309,1,0,0
seed13967,1,1,0
seed16993,1,0,0
seed9635,1,0,0
seed5240,1,1,0
seed15263,0,1,0
seed16009,0,1,0
seed7682,1,1,0
seed14057,0,1,0
seed2551,0,0,0
seed7380,0,0,0
seed15554,0,0,0
seed5798,0,1,0
seed19230,0,1,1
seed6738,1,1,0
seed9703,1,1,0
seed4453,1,1,0
seed3952,1,1,0
seed15187,1,1,1
seed2649,0,1,0
seed2623,0,1,0
seed10153,1,1,0
seed7242,1,1,1
seed3903,1,1,0
seed5317,1,0,1
seed14324,1,0,1
seed2515,1,1,1
seed7935,0,1,0
seed5202,1,1,0
seed17337,1,1,0
seed11496,1,1,1
seed11137,1,0,0
seed0204,1,1,0
seed19408,0,0,0
seed18876,1,1,0
seed9330,1,1,0
seed0143,1,0,0
seed18747,1,1,0
seed3946,0,1,0
seed5450,1,1,0
seed0803,0,1,0
seed14240,0,1,0
seed10453,0,1,1
seed14038,0,1,0
seed16980,0,1,0
seed0534,0,1,0
seed16060,0,1,0
seed7733,1,1,0
seed17287,1,0,0
seed0351,1,1,0
seed7912,1,1,0
seed2062,0,1,0
seed8211,1,0,0
seed16058,0,1,0
seed6666,0,1,0
seed4599,0,1,0
seed18419,1,1,0
seed9839,0,1,0
seed14371,0,0,0
seed5691,1,1,0
seed4922,0,1,0
seed0138,0,1,0
seed0865,0,1,0
seed14432,1,1,0
seed16292,1,1,0
seed3124,1,1,0
seed10172,1,1,1
seed19888,0,1,0
seed3651,1,1,0
seed0840,1,0,0
seed3887,1,1,0
seed14118,1,1,1
seed16592,1,1,1
seed3661,1,1,0
seed3639,0,0,0
seed14920,0,1,0
seed15017,1,1,0
seed2082,1,1,0
seed11661,0,1,0
seed13434,1,1,0
seed9784,0,1,0
seed16537,0,1,0
seed7550,0,1,0
seed9496,0,1,0
seed5248,1,0,0
seed6805,0,1,0
seed3783,0,1,0
seed17071,1,0,0
seed16997,1,1,0
seed2362,1,1,0
seed14832,1,0,0
seed14782,0,1,0
seed19620,0,1,0
seed10810,0,1,0
seed2710,0,1,0
seed1321,0,1,0
seed13279,1,1,0
seed19030,0,1,0
seed8961,1,1,0
seed14674,0,1,0
seed9123,0,1,0
seed4889,0,1,0
seed17992,0,1,0
seed15618,0,1,0
seed14662,0,1,0
seed17779,0,1,0
seed18022,1,1,0
seed17112,0,1,0
seed16024,0,1,0
seed5363,0,1,0
seed0404,1,0,0
seed6094,1,0,0
seed17032,0,1,0
seed15509,1,1,0
seed8908,0,1,0
seed18687,1,1,0
seed4178,0,1,0
seed7632,1,1,0
seed8401,1,0,1
seed14727,0,1,0
seed16206,1,0,0
seed4692,1,1,0
seed0967,1,1,0
seed0248,1,1,0
seed19988,0,1,0
seed7402,1,1,0
seed4418,0,1,0
seed13204,0,1,0
seed13651,0,1,0
seed8726,0,0,0
seed7384,1,1,0
seed12021,0,1,0
seed19014,0,0,0
seed17083,0,1,0
seed1394,1,1,0
seed13709,1,1,0
seed7123,1,0,0
seed9383,1,0,0
seed4243,0,1,0
seed6478,1,1,0
seed14577,0,1,0
seed13770,0,0,0
seed2268,0,1,0
seed5106,0,1,0
seed7778,0,0,0
seed1032,1,1,0
seed11298,1,0,0
seed1294,0,1,0
seed18355,1,0,0
seed13096,0,1,0
seed19738,0,1,0
seed12961,1,1,0
seed12877,1,0,0
seed9415,0,1,0
seed12434,1,1,0
seed5170,1,1,0
seed19884,0,1,0
seed12904,1,0,1
seed19946,1,1,0
seed13832,0,1,0
seed19467,0,1,0
seed14508,0,1,0
seed14387,0,0,1
seed1389,1,1,0
seed19625,0,1,0
seed17985,1,1,0
seed13992,1,1,1
seed14507,1,1,0
seed14621,1,1,1
seed10908,1,0,1
seed3970,1,1,0
seed8706,0,1,0
seed19036,1,0,0
seed3559,0,1,0
seed10994,0,1,0
seed6753,1,0,0
seed16346,1,1,0
seed3311,0,1,0
seed11825,0,1,0
seed1062,1,1,0
seed4887,0,1,0
seed13073,0,1,0
seed9259,1,1,0
seed6728,0,1,0
seed7365,0,1,0
seed7555,1,0,0
seed8124,0,1,0
seed12057,1,1,0
seed4091,1,1,0
seed3005,1,1,0
seed5252,1,0,0
seed8205,1,1,0
seed14983,0,1,0
seed12497,1,0,0
seed8626,1,0,1
seed5502,0,1,0
seed0954,0,1,0
seed1155,1,1,0
seed4116,1,0,0
seed3450,1,1,0
seed18309,1,0,0
seed1475,0,1,0
seed1500,1,0,0
seed11957,1,0,0
seed7467,1,0,0
seed17901,0,1,0
seed16746,0,1,0
seed17606,1,1,0
seed3173,0,1,0
seed7023,1,1,1
seed7868,0,1,0
seed10101,0,1,0
seed17831,1,1,0
seed2194,1,0,0
seed1384,0,1,0
seed17923,0,1,0
seed15905,1,1,0
seed3213,1,1,0
seed4264,1,0,0
seed18475,1,0,0
seed14707,0,1,0
seed13440,1,1,1
seed11112,1,1,0
seed4678,1,0,1
seed7850,0,1,0
seed6321,1,0,1
seed8151,0,1,0
seed18826,1,0,0
seed8708,1,1,0
seed17433,0,0,0
seed8377,0,1,0
seed9265,1,0,0
seed4481,1,1,0
seed18399,0,1,0
seed10192,1,1,0
seed15414,0,1,0
seed7751,1,0,0
seed17584,1,1,0
seed16517,0,1,0
seed11467,0,1,0
seed11299,1,1,0
seed5231,1,0,0
seed2178,0,1,0
seed12015,0,1,0
seed2413,1,1,0
seed7346,1,1,0
seed11918,1,1,0
seed0485,0,1,0
seed19985,0,1,0
seed2473,0,1,0
seed15830,1,1,0
seed2165,1,0,1
seed17993,0,1,0
seed8160,1,0,0
seed3414,0,1,0
seed12712,1,1,0
seed11672,1,0,0
seed11083,0,1,0
seed11792,1,0,1
seed13948,0,1,0
seed18041,0,1,0
seed12560,0,1,0
seed18079,1,0,0
seed13229,1,1,1
seed18957,0,1,0
seed12366,0,1,0
seed15772,0,1,0
seed5811,0,1,0
seed19110,1,1,0
seed3470,1,1,0
seed2626,0,1,0
seed1222,0,1,0
seed18972,1,1,0
seed6567,1,0,0
seed0589,1,1,0
seed7139,1,1,0
seed18352,0,1,0
seed8488,1,1,0
seed4955,1,0,0
seed18921,0,1,0
seed12535,0,1,0
seed1204,1,0,0
seed13659,1,1,0
seed3018,1,1,1
seed1036,0,1,0
seed7285,0,1,0
seed15495,0,1,0
seed8676,1,1,0
seed1366,1,0,1
seed0571,0,1,0
seed7059,1,1,0
seed4068,0,1,0
seed18481,0,1,0
seed16725,0,1,0
seed15073,0,1,0
seed18916,1,1,0
seed17393,1,1,0
seed16080,1,0,1
seed9648,1,1,0
seed15581,1,0,0
seed14415,1,0,1
seed6887,0,1,0
seed10313,1,0,1
seed0591,1,0,1
seed10834,0,1,0
seed2573,0,1,0
seed4128,1,0,0
seed15374,0,1,0
seed2597,1,0,0
seed6983,0,1,0
seed10402,0,1,0
seed17253,0,1,0
seed4589,1,1,0
seed10607,0,1,0
seed8591,1,0,1
seed17450,1,0,0
seed14145,0,1,0
seed19022,1,1,1
seed18794,0,1,0
seed5727,0,1,1
seed18635,1,1,0
seed11418,1,1,0
seed11106,0,1,0
seed14021,1,1,0
seed3395,0,1,0
seed8656,1,1,0
seed17575,0,1,0
seed9720,1,1,0
seed6846,0,1,0
seed16906,1,1,0
seed0307,0,1,0
seed4860,1,1,0
seed2005,0,1,0
seed7725,0,1,0
seed5873,1,0,0
seed9894,1,0,1
seed17206,1,1,0
seed14120,0,1,0
seed2108,0,1,0
seed11882,1,0,0
seed17819,1,1,0
seed1804,0,0,0
seed12752,0,1,0
seed4912,1,0,0
seed18705,0,1,0
seed17973,0,1,0
seed6208,0,0,0
seed17023,1,1,0
seed2448,1,1,0
seed10248,1,1,0
seed13155,0,0,1
seed5087,0,1,0
seed0378,0,1,0
seed19689,1,1,0
seed17124,1,1,0
seed15970,1,0,0
seed13193,0,1,0
seed4471,0,1,0
seed6322,0,1,0
seed17626,1,0,0
seed0103,0,1,0
seed15528,0,1,0
seed12949,1,1,0
seed5929,1,0,0
seed0293,0,1,0
seed17879,1,1,1
seed17466,1,1,0
seed19396,0,1,0
seed3653,0,1,0
seed3027,1,1,0
seed16515,1,0,0
seed10270,0,1,0
seed2392,1,0,0
seed15865,0,1,0
seed5953,1,1,0
seed12859,1,0,0
seed15599,0,1,0
seed6898,1,0,0
seed13007,1,0,0
seed13466,1,1,0
seed4779,0,1,0
seed12670,1,1,0
seed12438,1,1,0
seed4184,0,0,1
seed2663,1,0,0
seed8674,1,1,0
seed1287,1,0,1
seed14300,1,1,1
seed19945,0,1,0
seed10349,1,1,0
seed19351,0,0,0
seed15845,1,1,0
seed1102,0,1,0
seed1158,0,1,0
seed6041,0,1,0
seed4635,1,1,0
seed6772,1,0,0
seed14924,1,0,0
seed9406,0,1,0
seed11078,1,1,0
seed6010,0,1,0
seed9966,1,1,0
seed2199,0,1,0
seed10691,0,1,0
seed11183,1,1,0
seed1844,0,1,0
seed2478,0,1,0
seed6811,1,1,0
seed19409,1,1,0
seed5771,0,1,0
seed8520,0,1,0
seed8515,1,1,0
seed12762,0,1,0
seed2941,0,1,0
seed12468,0,1,0
seed6676,0,1,0
seed12850,1,1,0
seed15764,0,1,0
seed2022,0,1,1
seed18997,1,1,0
seed15231,1,1,0
seed19177,0,1,0
seed4063,0,1,0
seed14798,0,0,1
seed19510,1,1,0
seed10800,0,1,0
seed12939,0,1,0
seed3365,0,0,0
seed5465,0,1,0
seed7649,1,1,0
seed1599,0,0,0
seed5186,0,1,0
seed12658,0,1,0
seed4901,1,0,0
seed17587,1,1,0
seed6792,0,1,0
seed17826,0,1,0
seed4454,1,1,0
seed9394,0,1,0
seed4923,0,1,0
seed17080,1,1,0
seed10986,1,1,0
seed17574,0,1,0
seed0922,0,1,0
seed8551,1,1,0
seed14459,0,1,0
seed15566,1,0,0
seed3493,1,1,0
seed6888,0,1,0
seed12500,1,0,0
seed15134,1,1,0
seed18667,1,1,0
seed7028,1,1,0
seed18646,1,1,0
seed19483,1,0,0
seed6873,0,1,0
seed14170,1,0,0
seed1964,1,1,0
seed16902,0,0,1
seed17161,0,1,0
seed14842,1,1,0
seed19553,0,1,0
seed7322,1,1,1
seed0040,1,1,1
seed17270,0,1,0
seed15791,1,1,0
seed16701,1,1,0
seed10389,0,1,0
seed11134,0,1,0
seed4861,0,1,0
seed17122,1,0,0
seed10448,0,1,0
seed17585,0,1,0
seed6466,1,1,0
seed15223,0,1,0
seed5175,0,0,0
seed12908,1,0,0
seed1552,1,1,0
seed10066,0,1,0
seed5302,1,1,0
seed1179,0,1,0
seed15853,0,0,0
seed16979,0,1,0
seed2896,0,1,0
seed4952,1,1,0
seed15366,0,0,0
seed1201,0,1,1
seed9834,0,1,0
seed4150,0,1,0
seed6503,1,1,0
seed19578,0,0,0
seed10272,0,1,0
seed16285,1,0,0
seed11814,1,1,0
seed4781,0,1,0
seed4190,1,1,0
seed4208,1,0,0
seed19381,1,1,0
seed12354,0,1,0
seed5558,0,1,0
seed7403,1,0,0
seed0626,1,1,0
seed12891,0,0,1
seed3533,0,1,0
seed5088,0,1,0
seed19297,1,1,1
seed5605,0,0,1
seed5580,1,0,0
seed0869,0,1,0
seed8970,0,1,0
seed11642,1,0,1
seed8257,0,1,0
seed17948,1,0,0
seed2923,0,1,0
seed13270,1,1,0
seed5419,0,1,0
seed6146,1,1,1
seed1537,0,1,0
seed9510,0,1,0
seed11509,1,1,0
seed10967,0,1,0
seed3691,1,1,0
seed1060,0,1,0
seed12558,1,1,0
seed1332,1,1,0
seed7928,1,1,0
seed17801,1,0,0
seed16243,1,1,0
seed13644,1,1,1
seed3992,0,1,0
seed8759,0,1,0
seed7004,1,0,1
seed16219,0,1,0
seed8252,1,1,0
seed17582,1,1,0
seed10594,0,1,0
seed16608,1,1,0
seed16360,1,0,0
seed13128,0,1,0
seed3502,1,0,0
seed12058,0,1,0
seed2460,0,0,0
seed6889,1,0,0
seed19466,0,1,0
seed1909,1,1,0
seed5147,0,1,0
seed6968,1,1,0
seed15546,1,0,0
seed16442,0,1,0
seed1162,1,0,0
seed16345,0,1,0
seed15024,0,1,0
seed15412,0,0,0
seed3712,0,1,0
seed1891,1,1,0
seed3352,0,1,0
seed11987,1,0,0
seed1473,0,1,0
seed17603,1,0,1
seed15244,0,1,0
seed12396,1,1,0
seed2358,1,1,0
seed13343,0,1,0
seed6579,1,1,0
seed3163,1,1,0
seed18082,0,1,0
seed9705,0,0,1
seed15319,1,0,0
seed3600,0,1,0
seed11231,1,1,1
seed18449,0,1,0
seed19953,0,1,0
seed0629,0,1,0
seed14489,1,1,0
seed15487,0,1,0
seed9945,1,1,0
seed9397,0,0,0
seed0169,0,1,0
seed10696,1,1,0
seed19471,0,1,0
seed17139,1,1,0
seed15459,1,0,0
seed5269,1,0,0
seed12172,0,1,0
seed8197,0,1,0
seed5162,1,1,0
seed12444,0,1,0
seed14083,1,0,0
seed11198,0,1,0
seed6930,1,0,0
seed7667,1,1,0
seed3912,0,1,0
seed2499,1,0,1
seed3808,0,1,0
seed13439,1,0,0
seed11322,1,1,0
seed0200,1,1,0
seed1943,1,1,0
seed17001,1,1,0
seed15046,1,1,0
seed19875,0,1,1
seed19513,0,0,0
seed3690,1,1,0
seed5488,1,1,0
seed6423,1,1,0
seed10648,0,1,0
seed15715,1,1,0
seed3549,1,1,0
seed12418,1,0,0
seed17864,0,1,0
seed4991,1,1,0
seed6787,0,1,1
seed1829,1,1,0
seed4120,1,0,0
seed0322,1,1,0
seed10001,1,1,0
seed2327,1,1,0
seed1612,1,1,0
seed15739,1,1,0
seed10381,0,1,0
seed1538,0,1,0
seed16091,0,1,0
seed13710,0,1,0
seed1208,0,1,0
seed10129,0,1,0
seed8738,1,1,0
seed8044,0,0,0
seed12332,0,1,0
seed11663,0,1,0
seed0489,1,1,0
seed17802,1,1,0
seed9965,0,1,0
seed18975,0,1,0
seed15278,1,1,1
seed1913,0,1,0
seed3663,0,1,0
seed11837,0,1,0
seed7624,0,1,0
seed13940,1,1,0
seed7238,0,1,0
seed12719,1,0,1
seed4749,0,1,0
seed17293,1,1,0
seed19140,0,1,0
seed10321,0,1,0
seed18695,1,1,0
seed11773,1,0,1
seed18061,1,1,0
seed12542,0,1,0
seed8375,0,1,0
seed1941,1,1,0
seed1615,0,1,0
seed7410,0,1,0
seed8777,0,1,0
seed7817,0,1,0
seed17335,1,1,0
seed3080,1,1,0
seed8568,0,1,0
seed9035,1,1,0
seed14129,1,0,0
seed16097,1,0,0
seed12919,1,1,0
seed14777,1,1,0
seed4353,1,0,1
seed7967,0,1,0
seed12785,1,1,0
seed14625,1,1,0
seed18292,0,1,0
seed19642,0,1,0
seed16277,0,1,0
seed2565,0,1,0
seed5856,1,0,0
seed3049,1,1,0
seed4390,0,0,0
seed0475,0,1,0
seed17484,1,0,0
seed14695,1,1,0
seed3036,1,0,0
seed18726,1,1,0
seed8506,1,1,0
seed14773,1,1,0
seed3737,0,1,0
seed10404,0,1,0
seed16143,0,1,0
seed17666,1,0,1
seed4996,1,1,0
seed2433,0,1,0
seed15122,0,0,0
seed9468,0,1,0
seed14923,1,0,0
seed5824,0,1,0
seed1886,1,0,0
seed7239,1,0,1
seed1605,0,1,0
seed16779,0,1,0
seed10187,1,1,0
seed7106,0,1,0
seed13258,0,1,0
seed16636,1,1,0
seed18610,0,0,0
seed15080,1,0,0
seed7985,1,1,0
seed15361,1,0,1
seed13355,1,1,0
seed8494,0,1,0
seed18797,0,1,0
seed6801,0,1,0
seed16974,0,1,0
seed11482,0,1,0
seed19004,1,1,0
seed8403,0,1,0
seed15950,1,1,0
seed16969,0,0,0
seed18317,0,0,0
seed8620,1,1,1
seed16791,0,1,0
seed3738,1,1,0
seed12284,1,0,0
seed17014,1,0,0
seed1052,0,1,0
seed13590,1,1,0
seed10765,0,1,0
seed9223,0,1,1
seed0328,1,1,0
seed14630,0,1,0
seed1626,1,0,1
seed6400,0,1,0
seed10316,0,0,1
seed9546,0,1,0
seed12186,1,0,0
seed16991,1,1,0
seed11256,1,1,0
seed6103,1,1,0
seed5255,1,1,0
seed5840,0,1,0
seed2133,0,1,0
seed17889,1,0,0
seed10636,1,1,0
seed0720,0,1,0
seed7229,0,1,0
seed11227,0,1,0
